scene	sentiment
321	0
322	0
323	0.0526315789474
324	-0.0526315789474
325	0.0625
326	0
327	-0.0555555555556
328	0
329	-0.0769230769231
330	0.0526315789474
331	0
332	0
333	-0.0333333333333
334	0
335	0.0909090909091
336	-0.0666666666667
337	0
338	0
339	0
340	0.0
341	0.125
342	0.125
343	0
344	0.0
345	0
346	-0.1
347	0
348	-0.125
349	0.0769230769231
350	-0.0625
351	-0.125
352	0
353	-0.166666666667
354	0.111111111111
355	-0.0869565217391
356	-0.0588235294118
357	0
358	0
359	-0.08
360	0
361	0
362	-0.0833333333333
363	0
364	0.0
365	0
366	0
367	0.0909090909091
368	-0.0833333333333
369	0.0833333333333
370	0
371	0.04
372	0
373	0
374	-0.125
375	0.0769230769231
376	0
377	0.0625
378	-0.1
379	0.0
380	0
381	0.0714285714286
382	0
383	0
384	0
385	0
386	-0.285714285714
387	0
388	0
389	-0.153846153846
390	-0.05
391	0
392	0
393	0
394	0.0666666666667
395	0
396	0
397	-0.222222222222
398	0
399	-0.117647058824
400	0
401	-0.08
402	0.0625
403	-0.0555555555556
404	0
405	0
406	0
407	0
408	-0.0909090909091
409	0
410	-0.0454545454545
411	-0.0833333333333
412	-0.0555555555556
413	0
414	-0.0555555555556
415	0
416	0
417	0
418	0
419	0
420	-0.25
421	-0.2
422	0
423	0
424	0
425	0
426	-0.0833333333333
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	-0.1
443	0
444	0
445	0
446	0
447	0
448	-0.166666666667
449	0.142857142857
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	-0.0769230769231
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0.0384615384615
466	-0.0769230769231
467	0.0
468	-0.04
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	-0.111111111111
477	-0.0769230769231
478	0
479	-0.0833333333333
480	-0.1
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0.0588235294118
489	-0.0322580645161
490	0
491	-0.0769230769231
492	0
493	0
494	0.0
495	0
496	-0.0625
497	0
498	0
499	-0.0666666666667
500	0
501	0
502	0
503	0
504	0
505	-0.125
506	-0.0909090909091
507	-0.125
508	-0.0555555555556
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	-0.1
517	-0.0555555555556
518	0
519	0
520	-0.176470588235
521	0
522	0.125
523	0
524	0
525	-0.1
526	0.0
527	0
528	0
529	-0.05
530	0
531	0
532	0
533	0
534	0.047619047619
535	0.0
536	-0.0833333333333
537	0
538	-0.0666666666667
539	-0.25
540	0
541	0
542	0.0714285714286
543	-0.0588235294118
544	0
545	-0.1
546	0
547	0.0
548	0
549	0
550	-0.133333333333
551	0
552	0
553	0.0
554	0
555	0
556	0.0588235294118
557	0
558	0.2
559	-0.0769230769231
560	0
561	0
562	-0.111111111111
563	0
564	-0.1
565	0
566	0
567	0
568	0
569	-0.1
570	0
571	-0.0625
572	0
573	0.1
574	0
575	0
576	-0.0833333333333
577	0.0909090909091
578	0.0555555555556
579	0
580	0
581	0
582	0
583	-0.0714285714286
584	-0.2
585	0
586	0.0588235294118
587	0
588	0
589	-0.08
590	0.0769230769231
591	-0.1
592	-0.0909090909091
593	-0.0434782608696
594	0
595	-0.1
596	-0.222222222222
597	0.05
598	-0.0714285714286
599	-0.05
600	0
601	0
602	0.0357142857143
603	-0.2
604	0.0588235294118
605	0
606	-0.176470588235
607	-0.0357142857143
608	0
609	-0.16
610	0.0
611	-0.0769230769231
612	-0.0909090909091
613	0.0
614	-0.0454545454545
615	0.0
616	-0.166666666667
617	-0.0555555555556
618	0.0909090909091
619	0.0769230769231
620	-0.0625
621	0
622	-0.08
623	0.0
624	0.0526315789474
625	-0.0357142857143
626	0.0
627	0.0
628	-0.0416666666667
629	0
630	0
631	0.0416666666667
632	-0.0263157894737
633	-0.037037037037
634	-0.0454545454545
635	0
636	-0.0666666666667
637	0
638	-0.0909090909091
639	-0.0909090909091
640	-0.111111111111
641	-0.0555555555556
642	-0.08
643	-0.0625
644	-0.0434782608696
645	0
646	0
647	0
648	-0.0294117647059
649	0
650	0
651	-0.125
652	-0.153846153846
653	-0.0769230769231
654	-0.0740740740741
655	-0.0454545454545
656	0
657	0.0
658	0.0625
659	0
660	0
661	0.05
662	0
663	-0.0277777777778
664	-0.0416666666667
665	0
666	-0.0909090909091
667	0
668	0
669	0
670	0
671	0
672	-0.222222222222
673	0.0
674	-0.125
675	0
676	-0.166666666667
677	0.0
678	0
679	0
680	0
681	0
682	0.0
683	-0.05
684	0
685	0.0
686	-0.0909090909091
687	0.333333333333
688	-0.0869565217391
689	-0.125
690	0.0
691	-0.0714285714286
692	-0.0454545454545
693	0
694	-0.04
695	-0.0645161290323
696	-0.0384615384615
697	-0.0769230769231
698	-0.5
699	0
700	0
701	0
702	0
703	0
704	-0.0454545454545
705	-0.047619047619
706	-0.0714285714286
707	-0.105263157895
708	-0.047619047619
709	0.0
710	-0.266666666667
711	-0.030303030303
712	-0.133333333333
713	-0.0833333333333
714	-0.2
715	0.0588235294118
716	-0.15
717	-0.047619047619
718	-0.333333333333
719	-0.0833333333333
720	-0.2
721	-0.1
722	-0.0714285714286
723	-0.1
724	-0.105263157895
725	-0.2
726	-0.047619047619
727	-0.0909090909091
728	-0.0909090909091
729	-0.0625
730	-0.0909090909091
731	-0.0357142857143
732	-0.0434782608696
733	-0.0588235294118
734	0.0
735	0.0434782608696
736	0.0
737	0.0
738	-0.117647058824
739	-0.0833333333333
740	0
741	0.0
742	-0.1
743	-0.125
744	-0.0454545454545
745	-0.0714285714286
746	0
747	0
748	0
749	0.0
750	0
751	-0.0526315789474
752	0
753	0
754	0.0416666666667
755	0.0555555555556
756	0
757	0
758	0
759	0
760	0
761	-0.0714285714286
762	0
763	0.047619047619
764	0
765	0
766	-0.0666666666667
767	0
768	-0.0833333333333
769	0
770	0
771	0.0833333333333
772	0
773	0
774	0
775	-0.0526315789474
776	0.08
777	0
778	-0.0588235294118
779	0
780	0
781	-0.0769230769231
782	0.0
783	-0.0588235294118
784	0
785	-0.111111111111
786	0.0833333333333
787	-0.0526315789474
788	0.0625
789	-0.04
790	-0.0909090909091
791	0
792	-0.15
793	-0.0454545454545
794	-0.153846153846
795	0.0
796	0
797	-0.0588235294118
798	0
799	-0.0666666666667
800	-0.0277777777778
801	0
802	0
803	0
804	-0.0769230769231
805	0
806	0
807	-0.0666666666667
808	0.0555555555556
809	0
810	0
811	0.0833333333333
812	0
813	-0.25
814	0
815	0
816	-0.1
817	-0.0454545454545
818	0
819	0
820	-0.0666666666667
821	0
822	0
823	0.0
824	-0.111111111111
825	0.0
826	0.272727272727
827	-0.0588235294118
828	0
829	-0.266666666667
830	-0.1
831	0
832	-0.1
833	-0.0714285714286
834	-0.363636363636
835	-0.2
836	-0.230769230769
837	-0.142857142857
838	-0.0416666666667
839	0.0
840	0.142857142857
841	0.0769230769231
842	-0.125
843	-0.428571428571
844	-0.05
845	0.0
846	-0.05
847	-0.136363636364
848	0
849	0.0
850	-0.0322580645161
851	-0.133333333333
852	-0.0416666666667
853	0.0
854	-0.0526315789474
855	0
856	-0.05
857	-0.08
858	-0.0714285714286
859	0
860	-0.05
861	0
862	-0.117647058824
863	0
864	-0.05
865	-0.0833333333333
866	-0.05
867	-0.133333333333
868	-0.0322580645161
869	-0.111111111111
870	-0.0588235294118
871	0
872	0
873	0
874	-0.142857142857
875	0.0
876	-0.111111111111
877	-0.0588235294118
878	-0.037037037037
879	-0.375
880	-0.142857142857
881	-0.125
882	-0.285714285714
883	-0.2
884	-0.111111111111
885	-0.0909090909091
886	0.142857142857
887	0
888	0.0526315789474
889	-0.047619047619
890	0
891	-0.0555555555556
892	0
893	0
894	0.222222222222
895	0.0
896	0.0740740740741
897	0.125
898	-0.0909090909091
899	-0.0625
900	0.230769230769
901	0.0714285714286
902	-0.0769230769231
903	0.0
904	0.125
905	0.1
906	0.25
907	0.222222222222
908	-0.0344827586207
909	0
910	-0.125
911	0.0833333333333
912	0.111111111111
913	-0.0625
914	0.166666666667
915	-0.0625
916	0.166666666667
917	0.307692307692
918	0.0
919	0.25
920	0.0
921	0
922	0.181818181818
923	-0.0555555555556
924	0.0909090909091
925	0
926	0.111111111111
927	0.222222222222
928	-0.0555555555556
929	-0.166666666667
930	-0.111111111111
931	0
932	0
933	0
934	0
935	-0.142857142857
936	0
937	-0.142857142857
938	0
939	0.0
940	-0.0666666666667
941	-0.181818181818
942	0
943	-0.0833333333333
944	0
945	-0.0909090909091
946	-0.142857142857
947	-0.0833333333333
948	0
949	-0.0555555555556
950	0
951	-0.153846153846
952	0
953	0
954	-0.133333333333
955	0
956	-0.0769230769231
957	0
958	-0.0588235294118
959	0.0
960	0
961	0
962	-0.0526315789474
963	0
964	-0.0666666666667
965	-0.153846153846
966	0
967	0
968	-0.2
969	0
970	-0.0833333333333
971	-0.0952380952381
972	-0.0833333333333
973	0.0769230769231
974	0
975	-0.2
976	0.111111111111
977	0
978	0.0833333333333
979	-0.0555555555556
980	0
981	-0.0769230769231
982	0
983	0
984	-0.272727272727
985	-0.1
986	0
987	0.0
988	-0.142857142857
989	-0.111111111111
990	-0.1
991	-0.2
992	0
993	-0.0769230769231
994	-0.111111111111
995	-0.1
996	-0.0869565217391
997	0.0
998	-0.0909090909091
999	-0.2
1000	0
1001	-0.0909090909091
1002	0
1003	0
1004	0.0769230769231
1005	-0.75
1006	-0.214285714286
1007	-0.0714285714286
1008	0.0
1009	0
1010	-0.0555555555556
1011	-0.1
1012	-0.16
1013	-0.181818181818
1014	0
1015	0
1016	0
1017	-0.133333333333
1018	0
1019	0
1020	-0.0909090909091
1021	-0.0555555555556
1022	0
1023	-0.25
1024	0.0
1025	0
1026	0
1027	-0.117647058824
1028	-0.117647058824
1029	0
1030	-0.0666666666667
1031	0
1032	0
1033	-0.0909090909091
1034	0
1035	-0.181818181818
1036	0
1037	-0.0909090909091
1038	0.0909090909091
1039	-0.0909090909091
1040	0
1041	0
1042	-0.142857142857
1043	-0.0909090909091
1044	0
1045	-0.047619047619
1046	-0.0714285714286
1047	-0.1
1048	-0.0833333333333
1049	-0.0769230769231
1050	0
1051	0.0
1052	-0.181818181818
1053	0
1054	0
1055	-0.136363636364
1056	-0.222222222222
1057	0
1058	-0.0909090909091
1059	0
1060	-0.0769230769231
1061	0.0
1062	0
1063	-0.0666666666667
1064	0.0909090909091
1065	0.0
1066	-0.0666666666667
1067	-0.107142857143
1068	-0.1
1069	0
1070	-0.142857142857
1071	0.0833333333333
1072	0
1073	0.125
1074	-0.0909090909091
1075	0.1
1076	-0.0869565217391
1077	0
1078	-0.0625
1079	0.0
1080	0
1081	-0.0909090909091
1082	0.142857142857
1083	0.0833333333333
1084	0
1085	0
1086	0.0454545454545
1087	-0.0588235294118
1088	-0.0588235294118
1089	-0.0625
1090	-0.117647058824
1091	0
1092	-0.05
1093	0.0555555555556
1094	0
1095	0
1096	0
1097	0
1098	0
1099	-0.0909090909091
1100	-0.0555555555556
1101	-0.15
1102	-0.153846153846
1103	0.0
1104	0.0
1105	-0.0769230769231
1106	0.0909090909091
1107	0
1108	-0.0555555555556
1109	0
1110	0
1111	-0.0769230769231
1112	0.0666666666667
1113	0
1114	-0.12
1115	0
1116	0.0
1117	-0.0769230769231
1118	-0.0454545454545
1119	0
1120	0
1121	0
1122	0
1123	-0.0909090909091
1124	0
1125	0
1126	0
1127	-0.103448275862
1128	0
1129	-0.0833333333333
1130	-0.1
1131	0
1132	-0.05
1133	0
1134	0
1135	-0.0833333333333
1136	0
1137	0
1138	0
1139	-0.1
1140	-0.0625
1141	0.0
1142	0
1143	0.0
1144	-0.05
1145	-0.05
1146	0
1147	0
1148	-0.0555555555556
1149	-0.0454545454545
1150	0.0
1151	0
1152	-0.0454545454545
1153	-0.0555555555556
1154	0
1155	-0.2
1156	-0.3
1157	-0.0909090909091
1158	-0.142857142857
1159	-0.3
1160	0
1161	-0.181818181818
1162	-0.0526315789474
1163	-0.176470588235
1164	0.0526315789474
1165	-0.25
1166	-0.15
1167	-0.25
1168	0
1169	0.0
1170	-0.157894736842
1171	-0.166666666667
1172	-0.047619047619
1173	-0.0588235294118
1174	-0.142857142857
1175	0
1176	0.0
1177	-0.142857142857
1178	-0.111111111111
1179	-0.0909090909091
1180	0
1181	-0.1
1182	-0.0769230769231
1183	-0.0833333333333
1184	-0.0909090909091
1185	-0.0769230769231
1186	0.0
1187	-0.0909090909091
1188	0
1189	-0.0714285714286
1190	0
1191	0
1192	0
1193	-0.25
1194	-0.111111111111
1195	0
1196	0
1197	0
1198	0
1199	0
1200	-0.0454545454545
1201	0
1202	0
1203	0
1204	0
1205	0
1206	0
1207	0
1208	0.111111111111
1209	-0.0454545454545
1210	-0.0833333333333
1211	-0.117647058824
1212	-0.0526315789474
1213	0
1214	0.0625
1215	-0.0769230769231
1216	-0.0769230769231
1217	0.0
1218	0
1219	0
1220	-0.117647058824
1221	-0.0526315789474
1222	0.0
1223	0
1224	-0.1875
1225	0
1226	0
1227	0
1228	-0.0909090909091
1229	0
1230	-0.0666666666667
1231	-0.0588235294118
1232	-0.0909090909091
1233	-0.0666666666667
1234	-0.214285714286
1235	0
1236	-0.0588235294118
1237	-0.05
1238	0
1239	-0.0714285714286
1240	-0.0869565217391
1241	-0.133333333333
1242	0
1243	0.0526315789474
1244	-0.0588235294118
1245	0.0
1246	0.0
1247	-0.227272727273
1248	-0.05
1249	-0.117647058824
1250	-0.0625
1251	-0.130434782609
1252	-0.047619047619
1253	0
1254	-0.1875
1255	0.0
1256	-0.111111111111
1257	-0.08
1258	-0.0952380952381
1259	-0.153846153846
1260	-0.0967741935484
1261	0.1
1262	-0.153846153846
1263	-0.0769230769231
1264	-0.1
1265	-0.125
1266	-0.111111111111
1267	0
1268	0
1269	-0.153846153846
1270	-0.0416666666667
1271	0.136363636364
1272	0
1273	-0.111111111111
1274	-0.1
1275	0
1276	-0.148148148148
1277	-0.130434782609
1278	0
1279	0.0
1280	0
1281	-0.1
1282	0
1283	-0.1
1284	-0.0714285714286
1285	-0.125
1286	-0.125
1287	0.047619047619
1288	0
1289	-0.117647058824
1290	-0.2
1291	-0.222222222222
1292	-0.0588235294118
1293	0.0
1294	-0.181818181818
1295	0.0769230769231
1296	-0.25
1297	-0.157894736842
1298	-0.142857142857
1299	-0.0714285714286
1300	-0.047619047619
1301	-0.0714285714286
1302	-0.0769230769231
1303	0.0
1304	-0.08
1305	-0.0714285714286
1306	0.0
1307	-0.153846153846
1308	-0.0833333333333
1309	-0.0555555555556
1310	-0.04
1311	-0.125
1312	-0.04
1313	-0.125
1314	-0.0555555555556
1315	-0.0869565217391
1316	0.0
1317	-0.176470588235
1318	-0.05
1319	-0.0666666666667
1320	0.0526315789474
1321	0.0
1322	0
1323	-0.125
1324	-0.375
1325	-0.208333333333
1326	-0.142857142857
1327	-0.0625
1328	-0.0526315789474
1329	-0.0952380952381
1330	-0.0625
1331	0.142857142857
1332	-0.111111111111
1333	-0.0588235294118
1334	-0.0769230769231
1335	-0.0833333333333
1336	-0.0625
1337	-0.125
1338	-0.0769230769231
1339	-0.0555555555556
1340	0.0588235294118
1341	-0.0909090909091
1342	0
1343	-0.0555555555556
1344	0.05
1345	0
1346	-0.05
1347	0
1348	-0.111111111111
1349	-0.0769230769231
1350	0
1351	-0.0526315789474
1352	0
1353	0.0
1354	0
1355	-0.125
1356	0.0625
1357	-0.0526315789474
1358	0.0
1359	-0.05
1360	-0.142857142857
1361	0
1362	0
1363	0.0588235294118
1364	0
1365	0
1366	0
1367	0
1368	0
1369	-0.0833333333333
1370	-0.0909090909091
1371	-0.037037037037
1372	-0.133333333333
1373	-0.105263157895
1374	-0.176470588235
1375	-0.0526315789474
1376	-0.1
1377	-0.0666666666667
1378	-0.0555555555556
1379	0.0
1380	0
1381	0
1382	-0.357142857143
1383	-0.0384615384615
1384	-0.0625
1385	-0.0625
1386	-0.1875
1387	-0.0769230769231
1388	-0.0588235294118
1389	0.0666666666667
1390	0
1391	-0.0769230769231
1392	-0.111111111111
1393	-0.136363636364
1394	-0.0625
1395	0.0
1396	0.0
1397	-0.222222222222
1398	-0.0625
1399	0.0
1400	0.0416666666667
1401	-0.0384615384615
1402	-0.0967741935484
1403	0.0
1404	-0.105263157895
1405	0.0
1406	0.0
1407	0
1408	-0.0588235294118
1409	0
1410	-0.0555555555556
1411	0
1412	-0.0714285714286
1413	-0.15
1414	-0.0625
1415	0.0384615384615
1416	0
1417	0
1418	0
1419	0
1420	-0.0740740740741
1421	0.05
1422	-0.0357142857143
1423	0
1424	-0.0454545454545
1425	-0.0625
1426	-0.111111111111
1427	-0.125
1428	-0.125
1429	-0.0833333333333
1430	0
1431	0.025641025641
1432	-0.05
1433	-0.166666666667
1434	-0.0526315789474
1435	0
1436	-0.0333333333333
1437	-0.166666666667
1438	0
1439	-0.0555555555556
1440	0
1441	0.0416666666667
1442	-0.125
1443	0.0
1444	0
1445	-0.0384615384615
1446	-0.0769230769231
1447	0
1448	0.0384615384615
1449	0
1450	-0.04
1451	0
1452	-0.125
1453	0
1454	0.125
1455	0.0909090909091
1456	-0.0625
1457	-0.125
1458	-0.0714285714286
1459	-0.0689655172414
1460	0
1461	0
1462	-0.0454545454545
1463	-0.1
1464	-0.117647058824
1465	0.0
1466	0.0
1467	-0.0384615384615
1468	0
1469	-0.0666666666667
1470	0.0
1471	-0.0434782608696
1472	-0.1
1473	-0.0666666666667
1474	0.0
1475	0
1476	0
1477	-0.0555555555556
1478	0
1479	-0.137931034483
1480	-0.133333333333
1481	-0.0384615384615
1482	-0.2
1483	0.0
1484	-0.0454545454545
1485	0.0
1486	-0.047619047619
1487	0
1488	-0.0416666666667
1489	0.0434782608696
1490	0
1491	0
1492	0
1493	0.0
1494	-0.0789473684211
1495	0
1496	-0.0555555555556
1497	0.0
1498	-0.333333333333
1499	-0.0555555555556
1500	0
1501	0.0
1502	-0.103448275862
1503	0.166666666667
1504	-0.0333333333333
1505	-0.037037037037
1506	0.0
